"Laufende Nummer","Gemeindeschlüssel SRDB",GS,"Amtlicher Gemeindeschlüssel SRDB",AGS,"Bundeseinheitlicher Regionalschlüssel","Textkennzeichen der Gemeinde","Postleitzahl",Gemeindename,Kreis,Kreis Nummer,Kreis Allgemeine Nummer,Kreis Typ,Kreis Name,Region,Region Nummer,Region Allgemeine Nummer,Region Name,Regierungsbezirk,Regierungsbezirk Nummer,Regierungsbezirk Allgemeine Nummer,Regierungsbezirk Name
572,GS,315041,KD,08315041,083155013041,64,79286,Glottertal,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
573,GS,315043,KD,08315043,083155009043,64,79288,Gottenheim,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
574,GS,315047,KD,08315047,083155005047,64,79194,Gundelfingen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
575,GS,315048,KD,08315048,083155001048,64,79258,Hartheim am Rhein,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
576,GS,315050,KD,08315050,083155006050,63,79423,"Heitersheim, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
577,GS,315051,KD,08315051,083155005051,64,79194,Heuweiler,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
578,GS,315052,KD,08315052,083155008052,64,79856,Hinterzarten,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
579,GS,315056,KD,08315056,083155007056,64,79289,Horben,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
580,GS,315059,KD,08315059,083155002059,64,79241,Ihringen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
581,GS,315064,KD,08315064,083155003064,64,79199,Kirchzarten,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
582,GS,315068,KD,08315068,083150068068,64,79853,Lenzkirch,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
584,GS,315072,KD,08315072,083155002072,64,79291,Merdingen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
585,GS,315073,KD,08315073,083155007073,64,79249,Merzhausen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
586,GS,315074,KD,08315074,083155012074,63,79379,"Müllheim im Markgräflerland, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
587,GS,315076,KD,08315076,083150076076,63,79395,"Neuenburg am Rhein, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
588,GS,315084,KD,08315084,083155003084,64,79254,Oberried,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
589,GS,315089,KD,08315089,083155014089,64,79292,Pfaffenweiler,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
590,GS,315094,KD,08315094,083155013094,64,79274,St. Märgen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
591,GS,315095,KD,08315095,083155013095,64,79271,St. Peter,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
592,GS,315098,KD,08315098,083155014098,64,79227,Schallstadt,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
593,GS,315102,KD,08315102,083155015102,64,79859,Schluchsee,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
594,GS,315107,KD,08315107,083155007107,64,79294,Sölden,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
595,GS,315108,KD,08315108,083155016108,63,79219,"Staufen im Breisgau, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
596,GS,315109,KD,08315109,083155003109,64,79252,Stegen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
597,GS,315111,KD,08315111,083155012111,63,79295,"Sulzburg, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
598,GS,315113,KD,08315113,083155017113,63,79822,"Titisee-Neustadt, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
599,GS,315115,KD,08315115,083155011115,64,79224,Umkirch,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
600,GS,315125,KD,08315125,083155007125,64,79299,Wittnau,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
601,GS,315130,KD,08315130,083155016130,64,79244,Münstertal/Schwarzwald,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
602,GS,315131,KD,08315131,083155004131,64,79238,Ehrenkirchen,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
603,GS,315132,KD,08315132,083155011132,64,79232,March,KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
604,GS,315133,KD,08315133,083150133133,63,79235,"Vogtsburg im Kaiserstuhl, Stadt",KR,315,08315,Landkreis,Breisgau-Hochschwarzwald,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
605,GS,316002,KD,08316002,083165005002,64,79353,Bahlingen am Kaiserstuhl,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
606,GS,316003,KD,08316003,083165002003,64,79215,Biederbach,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
607,GS,316009,KD,08316009,083165001009,64,79211,Denzlingen,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
608,GS,316010,KD,08316010,083165002010,63,79215,"Elzach, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
609,GS,316011,KD,08316011,083165003011,67,79312,"Emmendingen, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
610,GS,316012,KD,08316012,083165005012,63,79346,"Endingen am Kaiserstuhl, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
611,GS,316013,KD,08316013,083165005013,64,79362,Forchheim,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
612,GS,316014,KD,08316014,083165006014,64,79261,Gutach im Breisgau,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
613,GS,316017,KD,08316017,083165004017,63,79336,"Herbolzheim, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
614,GS,316020,KD,08316020,083165004020,63,79341,"Kenzingen, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
615,GS,316024,KD,08316024,083165003024,64,79364,Malterdingen,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
616,GS,316036,KD,08316036,083165001036,64,79276,Reute,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
617,GS,316037,KD,08316037,083165005037,64,79359,Riegel am Kaiserstuhl,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
618,GS,316038,KD,08316038,083165005038,64,79361,Sasbach am Kaiserstuhl,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
619,GS,316039,KD,08316039,083165003039,64,79350,Sexau,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
620,GS,316042,KD,08316042,083165006042,64,79263,Simonswald,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
621,GS,316043,KD,08316043,083165003043,64,79331,Teningen,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
622,GS,316045,KD,08316045,083165001045,64,79279,Vörstetten,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
623,GS,316049,KD,08316049,083165004049,64,79367,Weisweil,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
624,GS,316051,KD,08316051,083165005051,64,79369,Wyhl am Kaiserstuhl,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
625,GS,316053,KD,08316053,083165004053,64,79365,Rheinhausen im Breisgau,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
626,GS,316054,KD,08316054,083165003054,64,79348,Freiamt,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
627,GS,316055,KD,08316055,083165002055,64,79297,Winden im Elztal,KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
628,GS,316056,KD,08316056,083165006056,67,79183,"Waldkirch, Stadt",KR,316,08316,Landkreis,Emmendingen,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
629,GS,317001,KD,08317001,083175001001,67,77855,"Achern, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
630,GS,317005,KD,08317005,083170005005,64,77767,Appenweier,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
631,GS,317008,KD,08317008,083175008008,64,77740,Bad Peterstal-Griesbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
632,GS,317009,KD,08317009,083175003009,64,77791,Berghaupten,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
633,GS,317011,KD,08317011,083175014011,64,77781,Biberach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
634,GS,317021,KD,08317021,083175010021,64,77770,Durbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
635,GS,317026,KD,08317026,083175002026,63,77955,"Ettenheim, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
637,GS,317031,KD,08317031,083170031031,64,77948,Friesenheim,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
638,GS,317034,KD,08317034,083175003034,63,77723,"Gengenbach, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
639,GS,317039,KD,08317039,083175005039,64,77793,Gutach (Schwarzwaldbahn),KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
640,GS,317040,KD,08317040,083175004040,63,77716,"Haslach im Kinzigtal, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
641,GS,317041,KD,08317041,083175005041,63,77756,"Hausach, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
642,GS,317046,KD,08317046,083175004046,64,77716,Hofstetten,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
643,GS,317047,KD,08317047,083175010047,64,77749,Hohberg,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
644,GS,317051,KD,08317051,083170051051,63,78132,"Hornberg, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
645,GS,317056,KD,08317056,083175006056,64,77876,Kappelrodeck,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
646,GS,317057,KD,08317057,083170057057,67,77694,"Kehl, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
647,GS,317059,KD,08317059,083175007059,64,77971,Kippenheim,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
648,GS,317065,KD,08317065,083175007065,67,77933,"Lahr/Schwarzwald, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
649,GS,317067,KD,08317067,083175009067,64,77794,Lautenbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
650,GS,317068,KD,08317068,083175001068,64,77886,Lauf,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
651,GS,317073,KD,08317073,083175002073,63,77972,"Mahlberg, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
652,GS,317075,KD,08317075,083175012075,64,77974,Meißenheim,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
653,GS,317078,KD,08317078,083175004078,64,77796,Mühlenbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
654,GS,317085,KD,08317085,083175014085,64,77787,Nordrach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
655,GS,317088,KD,08317088,083175014088,64,77784,Oberharmersbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
656,GS,317089,KD,08317089,083175009089,67,77704,"Oberkirch, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
657,GS,317093,KD,08317093,083175013093,64,77709,Oberwolfach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
658,GS,317096,KD,08317096,083175010096,67,77652,"Offenburg, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
659,GS,317097,KD,08317097,083175003097,64,77797,Ohlsbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
660,GS,317098,KD,08317098,083175008098,63,77728,"Oppenau, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
661,GS,317100,KD,08317100,083175010100,64,77799,Ortenberg,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
662,GS,317102,KD,08317102,083175006102,64,77883,Ottenhöfen im Schwarzwald,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
663,GS,317110,KD,08317110,083175009110,63,77871,"Renchen, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
664,GS,317113,KD,08317113,083175002113,64,77975,Ringsheim,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
665,GS,317114,KD,08317114,083175002114,64,77977,Rust,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
666,GS,317116,KD,08317116,083175001116,64,77880,Sasbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
667,GS,317118,KD,08317118,083175001118,64,77887,Sasbachwalden,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
668,GS,317121,KD,08317121,083175011121,64,77978,Schuttertal,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
669,GS,317122,KD,08317122,083175010122,64,77746,Schutterwald,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
670,GS,317126,KD,08317126,083175006126,64,77889,Seebach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
671,GS,317127,KD,08317127,083175011127,64,77960,Seelbach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
672,GS,317129,KD,08317129,083175004129,64,77790,Steinach,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
673,GS,317141,KD,08317141,083170141141,64,77731,Willstätt,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
674,GS,317145,KD,08317145,083175013145,63,77709,"Wolfach, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
675,GS,317146,KD,08317146,083175014146,63,77736,"Zell am Harmersbach, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
676,GS,317150,KD,08317150,083175012150,64,77963,Schwanau,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
677,GS,317151,KD,08317151,083170151151,64,77743,Neuried,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
678,GS,317152,KD,08317152,083175002152,64,77966,Kappel-Grafenhausen,KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
679,GS,317153,KD,08317153,083170153153,63,77866,"Rheinau, Stadt",KR,317,08317,Landkreis,Ortenaukreis,RV,31,0831,Südlicher Oberrhein,RB,3,083,Freiburg
680,GS,325001,KD,08325001,083255005001,64,78733,Aichhalden,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
681,GS,325009,KD,08325009,083255007009,64,78662,Bösingen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
682,GS,325011,KD,08325011,083255003011,64,78661,Dietingen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
683,GS,325012,KD,08325012,083250012012,63,72175,"Dornhan, Stadt",KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
684,GS,325014,KD,08325014,083255001014,64,78655,Dunningen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
685,GS,325015,KD,08325015,083255002015,64,78736,Epfendorf,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
686,GS,325024,KD,08325024,083255005024,64,78739,Hardt,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
687,GS,325036,KD,08325036,083255005036,64,78730,Lauterbach,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
688,GS,325045,KD,08325045,083255002045,63,78727,"Oberndorf am Neckar, Stadt",KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
690,GS,325050,KD,08325050,083255004050,64,77773,Schenkenzell,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
691,GS,325051,KD,08325051,083255004051,63,77761,"Schiltach, Stadt",KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
692,GS,325053,KD,08325053,083255005053,67,78713,"Schramberg, Stadt",KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
693,GS,325057,KD,08325057,083255006057,63,72172,"Sulz am Neckar, Stadt",KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
694,GS,325060,KD,08325060,083255007060,64,78667,Villingendorf,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
695,GS,325061,KD,08325061,083255006061,64,72189,Vöhringen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
696,GS,325064,KD,08325064,083255003064,64,78669,Wellendingen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
697,GS,325069,KD,08325069,083255003069,64,78658,Zimmern ob Rottweil,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
698,GS,325070,KD,08325070,083255002070,64,78737,Fluorn-Winzeln,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
699,GS,325071,KD,08325071,083255001071,64,78664,Eschbronn,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
700,GS,325072,KD,08325072,083255003072,64,78652,Deißlingen,KR,325,08325,Landkreis,Rottweil,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
701,GS,326003,KD,08326003,083260003003,63,78073,"Bad Dürrheim, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
702,GS,326005,KD,08326005,083260005005,63,78176,"Blumberg, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
703,GS,326006,KD,08326006,083265001006,63,78199,"Bräunlingen, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
704,GS,326010,KD,08326010,083265004010,64,78083,Dauchingen,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
705,GS,326012,KD,08326012,083265001012,67,78166,"Donaueschingen, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
706,GS,326017,KD,08326017,083265002017,63,78120,"Furtwangen im Schwarzwald, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
707,GS,326020,KD,08326020,083265002020,64,78148,Gütenbach,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
708,GS,326027,KD,08326027,083265001027,63,78183,"Hüfingen, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
709,GS,326031,KD,08326031,083260031031,64,78126,Königsfeld im Schwarzwald,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
710,GS,326037,KD,08326037,083265004037,64,78087,Mönchweiler,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
711,GS,326041,KD,08326041,083265004041,64,78078,Niedereschach,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
712,GS,326052,KD,08326052,083260052052,63,78112,"St. Georgen im Schwarzwald, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
713,GS,326054,KD,08326054,083265003054,64,78141,Schönwald im Schwarzwald,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
714,GS,326055,KD,08326055,083265003055,64,78136,Schonach im Schwarzwald,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
715,GS,326060,KD,08326060,083265003060,63,78098,"Triberg im Schwarzwald, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
716,GS,326061,KD,08326061,083265004061,64,78609,Tuningen,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
717,GS,326065,KD,08326065,083265004065,64,78089,Unterkirnach,KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
718,GS,326068,KD,08326068,083260068068,63,78147,"Vöhrenbach, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
719,GS,326074,KD,08326074,083265004074,67,78050,"Villingen-Schwenningen, Stadt",KR,326,08326,Landkreis,Schwarzwald-Baar-Kreis,RV,32,0832,Schwarzwald-Baar-Heuberg,RB,3,083,Freiburg
