"Laufende Nummer","Gemeindeschlüssel SRDB",GS,"Amtlicher Gemeindeschlüssel SRDB",AGS,"Bundeseinheitlicher Regionalschlüssel","Textkennzeichen der Gemeinde","Postleitzahl",Gemeindename,Kreis,Kreis Nummer,Kreis Allgemeine Nummer,Kreis Typ,Kreis Name,Region,Region Nummer,Region Allgemeine Nummer,Region Name,Regierungsbezirk,Regierungsbezirk Nummer,Regierungsbezirk Allgemeine Nummer,Regierungsbezirk Name
1,GS,111000,KD,08111000,081110000000,62,70173,"Stuttgart, Landeshauptstadt",KR,111,08111,Stadtkreis,Stuttgart,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
2,GS,115001,KD,08115001,081155001001,64,71134,Aidlingen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
3,GS,115002,KD,08115002,081155004002,64,71155,Altdorf,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
4,GS,115003,KD,08115003,081150003003,67,71032,"Böblingen, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
5,GS,115004,KD,08115004,081155005004,64,71149,Bondorf,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
6,GS,115010,KD,08115010,081155003010,64,75392,Deckenpfronn,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
7,GS,115013,KD,08115013,081155002013,64,71139,Ehningen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
8,GS,115015,KD,08115015,081155002015,64,71116,Gärtringen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
9,GS,115016,KD,08115016,081155005016,64,71126,Gäufelden,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
10,GS,115021,KD,08115021,081155003021,67,71083,"Herrenberg, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
11,GS,115022,KD,08115022,081155004022,64,71157,Hildrizhausen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
12,GS,115024,KD,08115024,081155004024,63,71088,"Holzgerlingen, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
13,GS,115028,KD,08115028,081150028028,67,71229,"Leonberg, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
14,GS,115029,KD,08115029,081150029029,64,71106,Magstadt,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
15,GS,115034,KD,08115034,081155005034,64,71159,Mötzingen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
16,GS,115037,KD,08115037,081155003037,64,71154,Nufringen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
17,GS,115041,KD,08115041,081150041041,63,71272,"Renningen, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
18,GS,115042,KD,08115042,081150042042,63,71277,"Rutesheim, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
19,GS,115044,KD,08115044,081150044044,64,71101,Schönaich,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
20,GS,115045,KD,08115045,081150045045,67,71063,"Sindelfingen, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
21,GS,115046,KD,08115046,081155006046,64,71144,Steinenbronn,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
22,GS,115048,KD,08115048,081155006048,63,71111,"Waldenbuch, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
23,GS,115050,KD,08115050,081150050050,63,71263,"Weil der Stadt, Stadt",KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
24,GS,115051,KD,08115051,081150051051,64,71093,Weil im Schönbuch,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
25,GS,115052,KD,08115052,081150052052,64,71287,Weissach,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
26,GS,115053,KD,08115053,081155005053,64,71131,Jettingen,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
27,GS,115054,KD,08115054,081155001054,64,71120,Grafenau,KR,115,08115,Landkreis,Böblingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
28,GS,116004,KD,08116004,081165006004,64,73776,Altbach,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
29,GS,116005,KD,08116005,081165003005,64,72655,Altdorf,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
30,GS,116006,KD,08116006,081165003006,64,72657,Altenriet,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
31,GS,116007,KD,08116007,081165007007,64,73666,Baltmannsweiler,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
32,GS,116008,KD,08116008,081165003008,64,72658,Bempflingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
33,GS,116011,KD,08116011,081165004011,64,72660,Beuren,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
34,GS,116012,KD,08116012,081165008012,64,73266,Bissingen an der Teck,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
35,GS,116014,KD,08116014,081165006014,64,73779,Deizisau,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
36,GS,116015,KD,08116015,081160015015,64,73770,Denkendorf,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
37,GS,116016,KD,08116016,081165001016,64,73265,Dettingen unter Teck,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
38,GS,116018,KD,08116018,081165002018,64,73268,Erkenbrechtsweiler,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
39,GS,116019,KD,08116019,081160019019,67,73728,"Esslingen am Neckar, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
40,GS,116020,KD,08116020,081165005020,64,72636,Frickenhausen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
41,GS,116022,KD,08116022,081165005022,64,72663,Großbettlingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
42,GS,116027,KD,08116027,081165007027,64,73269,Hochdorf,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
43,GS,116029,KD,08116029,081165008029,64,73271,Holzmaden,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
44,GS,116033,KD,08116033,081165001033,67,73230,"Kirchheim unter Teck, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
45,GS,116035,KD,08116035,081165009035,64,73257,Köngen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
46,GS,116036,KD,08116036,081165004036,64,72664,Kohlberg,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
47,GS,116037,KD,08116037,081165007037,64,73669,Lichtenwald,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
48,GS,116041,KD,08116041,081165003041,64,72666,Neckartailfingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
49,GS,116042,KD,08116042,081165003042,64,72654,Neckartenzlingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
50,GS,116043,KD,08116043,081165008043,64,73272,Neidlingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
51,GS,116046,KD,08116046,081165004046,63,72639,"Neuffen, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
52,GS,116047,KD,08116047,081160047047,64,73765,Neuhausen auf den Fildern,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
54,GS,116049,KD,08116049,081165005049,67,72622,"Nürtingen, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
55,GS,116050,KD,08116050,081165005050,64,72644,Oberboihingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
56,GS,116053,KD,08116053,081165008053,64,73275,Ohmden,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
57,GS,116054,KD,08116054,081165002054,63,73277,"Owen, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
58,GS,116056,KD,08116056,081165006056,63,73207,"Plochingen, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
59,GS,116058,KD,08116058,081165007058,64,73262,Reichenbach an der Fils,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
60,GS,116063,KD,08116063,081165003063,64,72667,Schlaitdorf,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
61,GS,116068,KD,08116068,081165005068,64,72669,Unterensingen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
62,GS,116070,KD,08116070,081165008070,63,73235,"Weilheim an der Teck, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
63,GS,116071,KD,08116071,081165009071,63,73240,"Wendlingen am Neckar, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
64,GS,116072,KD,08116072,081160072072,63,73249,"Wernau (Neckar), Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
65,GS,116073,KD,08116073,081165005073,64,72649,Wolfschlugen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
66,GS,116076,KD,08116076,081160076076,64,73773,Aichwald,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
67,GS,116077,KD,08116077,081160077077,67,70794,"Filderstadt, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
68,GS,116078,KD,08116078,081160078078,67,70771,"Leinfelden-Echterdingen, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
69,GS,116079,KD,08116079,081165002079,64,73252,Lenningen,KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
70,GS,116080,KD,08116080,081160080080,67,73760,"Ostfildern, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
71,GS,116081,KD,08116081,081160081081,63,72631,"Aichtal, Stadt",KR,116,08116,Landkreis,Esslingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
72,GS,117001,KD,08117001,081175008001,64,73099,Adelberg,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
73,GS,117002,KD,08117002,081175009002,64,73101,Aichelberg,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
74,GS,117003,KD,08117003,081175010003,64,73095,Albershausen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
75,GS,117006,KD,08117006,081175001006,64,73342,Bad Ditzenbach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
76,GS,117007,KD,08117007,081175004007,64,73337,Bad Überkingen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
77,GS,117009,KD,08117009,081175008009,64,73102,Birenbach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
78,GS,117010,KD,08117010,081170010010,64,89558,Böhmenkirch,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
79,GS,117011,KD,08117011,081175008011,64,73104,Börtlingen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
80,GS,117012,KD,08117012,081175009012,64,73087,Bad Boll,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
81,GS,117014,KD,08117014,081175001014,64,73326,Deggingen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
82,GS,117015,KD,08117015,081175006015,63,73072,"Donzdorf, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
83,GS,117016,KD,08117016,081175007016,64,73345,Drackenstein,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
84,GS,117017,KD,08117017,081175009017,64,73105,Dürnau,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
85,GS,117018,KD,08117018,081175002018,63,73061,"Ebersbach an der Fils, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
86,GS,117019,KD,08117019,081175003019,67,73054,"Eislingen/Fils, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
87,GS,117020,KD,08117020,081175011020,64,73107,Eschenbach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
88,GS,117023,KD,08117023,081175009023,64,73108,Gammelshausen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
89,GS,117024,KD,08117024,081175004024,67,73312,"Geislingen an der Steige, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
90,GS,117025,KD,08117025,081175006025,64,73333,Gingen an der Fils,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
91,GS,117026,KD,08117026,081175005026,67,73033,"Göppingen, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
92,GS,117028,KD,08117028,081175007028,64,73344,Gruibingen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
93,GS,117029,KD,08117029,081175009029,64,73110,Hattenhofen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
94,GS,117030,KD,08117030,081175011030,64,73092,Heiningen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
95,GS,117031,KD,08117031,081175007031,64,73345,Hohenstadt,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
96,GS,117033,KD,08117033,081175004033,64,73329,Kuchen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
97,GS,117035,KD,08117035,081175007035,64,73347,Mühlhausen im Täle,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
98,GS,117037,KD,08117037,081175003037,64,73113,Ottenbach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
99,GS,117038,KD,08117038,081175008038,64,73098,Rechberghausen,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
100,GS,117042,KD,08117042,081175003042,64,73084,Salach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
101,GS,117043,KD,08117043,081175005043,64,73114,Schlat,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
102,GS,117044,KD,08117044,081175002044,64,73278,Schlierbach,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
103,GS,117049,KD,08117049,081175006049,63,73079,"Süßen, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
104,GS,117051,KD,08117051,081175010051,63,73066,"Uhingen, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
105,GS,117053,KD,08117053,081175005053,64,73116,Wäschenbeuren,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
107,GS,117058,KD,08117058,081175007058,63,73349,"Wiesensteig, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
108,GS,117060,KD,08117060,081175009060,64,73119,Zell unter Aichelberg,KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
109,GS,117061,KD,08117061,081175006061,63,73111,"Lauterstein, Stadt",KR,117,08117,Landkreis,Göppingen,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
110,GS,118001,KD,08118001,081185005001,64,71563,Affalterbach,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
111,GS,118003,KD,08118003,081180003003,63,71679,"Asperg, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
112,GS,118006,KD,08118006,081185005006,64,71726,Benningen am Neckar,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
113,GS,118007,KD,08118007,081185001007,63,74354,"Besigheim, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
114,GS,118010,KD,08118010,081185003010,63,74357,"Bönnigheim, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
115,GS,118011,KD,08118011,081180011011,67,71254,"Ditzingen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
116,GS,118012,KD,08118012,081185008012,64,71735,Eberdingen,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
117,GS,118014,KD,08118014,081185005014,64,71729,Erdmannhausen,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
118,GS,118015,KD,08118015,081185003015,64,74391,Erligheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
119,GS,118016,KD,08118016,081185001016,64,74392,Freudental,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
120,GS,118018,KD,08118018,081185001018,64,74376,Gemmrigheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
121,GS,118019,KD,08118019,081180019019,63,70839,"Gerlingen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
122,GS,118021,KD,08118021,081180021021,63,71723,"Großbottwar, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
123,GS,118027,KD,08118027,081185006027,64,71282,Hemmingen,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
124,GS,118028,KD,08118028,081185001028,64,74394,Hessigheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
125,GS,118040,KD,08118040,081185003040,64,74366,Kirchheim am Neckar,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
126,GS,118046,KD,08118046,081180046046,67,70806,"Kornwestheim, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
127,GS,118047,KD,08118047,081185001047,64,74369,Löchgau,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
128,GS,118048,KD,08118048,081180048048,67,71638,"Ludwigsburg, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
129,GS,118049,KD,08118049,081185005049,63,71672,"Marbach am Neckar, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
130,GS,118050,KD,08118050,081180050050,63,71706,"Markgröningen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
131,GS,118051,KD,08118051,081180051051,64,71696,Möglingen,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
132,GS,118053,KD,08118053,081185001053,64,74395,Mundelsheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
133,GS,118054,KD,08118054,081185007054,64,71711,Murr,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
134,GS,118059,KD,08118059,081185008059,63,71739,"Oberriexingen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
135,GS,118060,KD,08118060,081180060060,64,71720,Oberstenfeld,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
136,GS,118063,KD,08118063,081185004063,64,74385,Pleidelsheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
137,GS,118067,KD,08118067,081185006067,64,71701,Schwieberdingen,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
138,GS,118068,KD,08118068,081185008068,64,74372,Sersheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
139,GS,118070,KD,08118070,081185007070,63,71711,"Steinheim an der Murr, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
140,GS,118071,KD,08118071,081185002071,63,71732,"Tamm, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
141,GS,118073,KD,08118073,081185008073,67,71665,"Vaihingen an der Enz, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
142,GS,118074,KD,08118074,081185001074,64,74399,Walheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
143,GS,118076,KD,08118076,081180076076,63,74343,"Sachsenheim, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
144,GS,118077,KD,08118077,081185002077,64,74379,Ingersheim,KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
145,GS,118078,KD,08118078,081185004078,63,71691,"Freiberg am Neckar, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
146,GS,118079,KD,08118079,081185002079,67,74321,"Bietigheim-Bissingen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
147,GS,118080,KD,08118080,081180080080,63,70825,"Korntal-Münchingen, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
148,GS,118081,KD,08118081,081180081081,67,71686,"Remseck am Neckar, Stadt",KR,118,08118,Landkreis,Ludwigsburg,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
149,GS,119001,KD,08119001,081190001001,64,73553,Alfdorf,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
150,GS,119003,KD,08119003,081195001003,64,71573,Allmersbach im Tal,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
151,GS,119004,KD,08119004,081195001004,64,71566,Althütte,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
152,GS,119006,KD,08119006,081195001006,64,71549,Auenwald,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
153,GS,119008,KD,08119008,081195001008,67,71522,"Backnang, Stadt",KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
154,GS,119018,KD,08119018,081195001018,64,71576,Burgstetten,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
155,GS,119020,KD,08119020,081190020020,67,70734,"Fellbach, Stadt",KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
156,GS,119024,KD,08119024,081195004024,64,71577,Großerlach,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
157,GS,119037,KD,08119037,081195005037,64,73667,Kaisersbach,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
158,GS,119038,KD,08119038,081195001038,64,71737,Kirchberg an der Murr,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
160,GS,119042,KD,08119042,081195006042,64,71397,Leutenbach,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
161,GS,119044,KD,08119044,081190044044,63,71540,"Murrhardt, Stadt",KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
162,GS,119053,KD,08119053,081195001053,64,71570,Oppenweiler,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
163,GS,119055,KD,08119055,081195002055,64,73655,Plüderhausen,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
164,GS,119061,KD,08119061,081190061061,64,73635,Rudersberg,KR,119,08119,Landkreis,Rems-Murr-Kreis,RV,11,0811,Stuttgart,RB,1,081,Stuttgart
